subject	task	source_dir	source_dataset	output_path	status	message
01	SSwarper	/egor2/egor/MovieProject2/bids_data/derivatives/sub-01/SSwarper	.	/egor2/egor/MovieProject2/openneuro_ds/derivatives/sub-01/SSwarper	OK	
01	backtothefuture	/egor2/egor/MovieProject2/bids_data/derivatives/sub-01/backtothefuture/sub-01.results.20250211_214642	pb04.01.r01.scale+tlrc	/egor2/egor/MovieProject2/openneuro_ds/derivatives/sub-01/backtothefuture/sub-01_task-backtothefuture_run-001_preproc.nii.gz	OK	
01	backtothefuture	/egor2/egor/MovieProject2/bids_data/derivatives/sub-01/backtothefuture/sub-01.results.20250211_214642	pb04.01.r02.scale+tlrc	/egor2/egor/MovieProject2/openneuro_ds/derivatives/sub-01/backtothefuture/sub-01_task-backtothefuture_run-002_preproc.nii.gz	OK	
01	backtothefuture	/egor2/egor/MovieProject2/bids_data/derivatives/sub-01/backtothefuture/sub-01.results.20250211_214642	pb04.01.r03.scale+tlrc	/egor2/egor/MovieProject2/openneuro_ds/derivatives/sub-01/backtothefuture/sub-01_task-backtothefuture_run-003_preproc.nii.gz	OK	
01	retinotopy	/egor2/egor/MovieProject2/bids_data/derivatives/sub-01/retinotopy/sub-01.results.20250623_133159	pb03.01.r01.scale+orig	/egor2/egor/MovieProject2/openneuro_ds/derivatives/sub-01/retinotopy/sub-01_task-retinotopy_run-001_preproc.nii.gz	OK	
01	retinotopy	/egor2/egor/MovieProject2/bids_data/derivatives/sub-01/retinotopy/sub-01.results.20250623_133159	pb03.01.r02.scale+orig	/egor2/egor/MovieProject2/openneuro_ds/derivatives/sub-01/retinotopy/sub-01_task-retinotopy_run-002_preproc.nii.gz	OK	
01	retinotopy	/egor2/egor/MovieProject2/bids_data/derivatives/sub-01/retinotopy/sub-01.results.20250623_133159	pb03.01.r03.scale+orig	/egor2/egor/MovieProject2/openneuro_ds/derivatives/sub-01/retinotopy/sub-01_task-retinotopy_run-003_preproc.nii.gz	OK	
01	tonotopy	/egor2/egor/MovieProject2/bids_data/derivatives/sub-01/tonotopy/sub-01.results.20250728_142116	pb03.01.r01.scale+orig	/egor2/egor/MovieProject2/openneuro_ds/derivatives/sub-01/tonotopy/sub-01_task-tonotopy_run-001_preproc.nii.gz	OK	
01	tonotopy	/egor2/egor/MovieProject2/bids_data/derivatives/sub-01/tonotopy/sub-01.results.20250728_142116	pb03.01.r02.scale+orig	/egor2/egor/MovieProject2/openneuro_ds/derivatives/sub-01/tonotopy/sub-01_task-tonotopy_run-002_preproc.nii.gz	OK	
01	somatotopy	/egor2/egor/MovieProject2/bids_data/derivatives/sub-01/somatotopy/sub-01.results.20250212_203739	all_runs.01+tlrc	/egor2/egor/MovieProject2/openneuro_ds/derivatives/sub-01/somatotopy/sub-01_task-somatotopy_run-allruns_preproc.nii.gz	OK	
